Id,OverallQual,GrLivArea,GarageCars,SalePrice,PriceCategory
2124,1,2455,3,266022,Medium
1000,7,1788,3,391609,Medium
1001,4,1077,3,255928,Medium
1004,7,1283,3,369583,Medium
1007,7,1840,3,382344,Medium
1008,8,1717,4,433742,High
1009,5,1685,2,328760,Medium
1011,8,1273,3,381676,Medium
1013,3,1486,1,226894,Low
1014,6,1084,1,269389,Medium
1016,2,1562,0,169242,Low
1017,8,2050,3,431019,High
1018,6,1747,0,312889,Medium
1019,2,1830,0,222040,Low
1020,5,828,0,231279,Low
1021,1,1706,1,183460,Low
1022,10,2926,4,560283,High
1024,9,2806,1,466652,High
1026,10,1537,1,414204,High
1028,7,2800,4,476655,High
1033,3,2510,2,326039,Medium
1034,7,1773,0,343698,Medium
1035,5,2362,0,308717,Medium
1036,9,1788,2,435170,High
1037,7,820,2,316364,Medium
1038,2,1668,0,189360,Low
1040,9,2482,1,450899,High
1041,2,2776,3,314142,Medium
1046,2,2780,4,368354,Medium
1050,3,2609,2,318830,Medium
1053,2,1883,1,204608,Low
1057,6,1390,3,310467,Medium
1061,6,1148,4,323225,Medium
1062,2,1759,4,319795,Medium
1064,2,1492,4,236371,Low
1068,7,2059,2,380364,Medium
1069,9,2675,0,441486,High
1071,5,1320,0,260620,Medium
1073,5,1816,4,339490,Medium
1075,10,916,2,374185,Medium
1077,9,1383,3,394027,Medium
1079,9,1887,1,392169,Medium
1082,8,2813,3,477521,High
1084,8,1137,2,339816,Medium
1087,1,965,3,174847,Low
1089,3,2858,3,352618,Medium
1090,3,2124,0,206810,Low
1091,1,1528,4,232369,Low
1093,10,901,4,380816,Medium
1094,7,2215,4,440038,High
1095,10,1578,3,439848,High
1098,9,2376,0,456339,High
1103,7,2939,4,465949,High
1104,8,1513,4,414942,High
1108,6,2843,1,397802,Medium
1112,5,2963,3,413845,High
1114,1,889,3,136840,Low
1116,10,2969,3,538899,High
1117,7,942,4,359923,Medium
1118,7,905,3,340396,Medium
1119,9,1686,2,412893,High
1121,10,2128,4,505752,High
1122,3,2695,0,268675,Medium
1125,4,2786,4,412359,High
1127,5,2725,4,441402,High
1130,4,1352,4,293856,Medium
1131,7,1515,1,334798,Medium
1132,3,2087,0,239519,Low
1133,6,2513,3,393011,Medium
1134,2,2683,1,273345,Medium
1142,9,1007,2,384654,Medium
1143,7,1699,0,294601,Medium
1144,1,821,3,216052,Low
1145,1,1209,1,190636,Low
1146,9,1694,3,417385,High
1148,4,1608,0,224541,Low
1149,9,1673,3,428318,High
1150,3,813,3,213236,Low
1151,7,1770,0,322204,Medium
1152,6,2934,3,431008,High
1153,8,2360,1,408860,High
1154,9,2124,3,436045,High
1157,3,1549,1,255576,Medium
1159,8,2727,0,406449,High
1160,6,1494,1,326410,Medium
1161,8,1106,4,384812,Medium
1162,9,2789,4,536320,High
1164,1,1348,0,198109,Low
1166,10,1882,3,437587,High
1167,4,2537,0,323010,Medium
1169,2,834,2,159229,Low
1172,5,2782,4,403020,High
1173,1,2030,3,277587,Medium
1176,1,2155,2,253576,Medium
1177,2,2548,0,260602,Medium
1180,7,1756,2,355450,Medium
1181,5,2871,3,425867,High
1185,2,1755,4,279660,Medium
1186,5,2999,1,381158,Medium
1187,10,2512,1,487940,High
1189,7,2073,4,422315,High
1190,4,2335,3,351021,Medium
1191,7,2241,3,409394,High
1193,1,1094,3,187984,Low
1197,4,2069,3,330079,Medium
1200,6,1329,3,328900,Medium
1201,1,2868,0,297926,Medium
1202,9,1593,0,369173,Medium
1205,4,2422,3,335471,Medium
1206,4,1739,1,276910,Medium
1207,3,1325,0,249824,Low
1212,7,2651,4,471681,High
1214,9,2446,2,462299,High
1216,8,1303,4,363105,Medium
1217,7,2808,3,455844,High
1219,8,1637,2,397337,Medium
1222,9,2913,0,454505,High
1223,2,2052,3,279021,Medium
1225,10,2846,0,483790,High
1226,3,2272,0,253914,Medium
1228,10,1259,1,392575,Medium
1229,9,1100,0,334570,Medium
1230,4,1429,1,251808,Medium
1232,2,2793,3,355283,Medium
1234,5,2601,0,362298,Medium
1235,5,1661,2,286070,Medium
1238,9,2599,2,463787,High
1241,3,2803,1,360081,Medium
1245,8,2455,1,451426,High
1246,1,2379,4,305318,Medium
1249,1,2542,3,323726,Medium
1250,8,2725,4,514087,High
1251,4,1419,2,279520,Medium
1252,6,2074,3,405299,High
1253,8,1756,0,354536,Medium
1255,3,1768,2,275191,Medium
1257,3,1843,1,255055,Medium
1258,9,1081,2,394996,Medium
1262,6,1882,3,384362,Medium
1263,3,1984,2,297917,Medium
1264,9,1808,3,454033,High
1267,4,1289,0,267005,Medium
1268,1,1075,3,202090,Low
1269,5,2039,2,321544,Medium
1272,8,1016,1,314832,Medium
1276,1,2117,3,262235,Medium
1278,6,2461,2,390793,Medium
1279,7,1107,4,368421,Medium
1281,6,2769,4,443602,High
1283,3,1174,0,212851,Low
1284,6,2833,2,398109,Medium
1288,1,2599,1,288573,Medium
1293,3,1998,2,236702,Low
1295,1,2793,2,286833,Medium
1300,5,2663,0,374352,Medium
1301,8,1144,4,379380,Medium
1302,1,1613,1,226074,Low
1304,3,2110,4,349662,Medium
1305,1,2799,3,290631,Medium
1313,10,1912,2,475774,High
1315,10,1288,2,431124,High
1317,8,1293,4,389735,Medium
1320,6,818,4,332040,Medium
1326,1,1621,1,213837,Low
1329,9,1510,0,379525,Medium
1330,6,2990,4,466903,High
1335,3,1535,4,250274,Medium
1337,9,2949,2,509966,High
1338,8,2809,0,437401,High
1340,7,1826,1,343833,Medium
1341,9,2932,0,493489,High
1343,4,2747,4,406229,High
1345,8,1464,4,405989,High
1347,7,1956,4,415649,High
1356,10,1206,4,431595,High
1357,10,1814,3,488785,High
1360,4,1947,2,312451,Medium
1364,5,1123,4,284188,Medium
1366,8,940,0,337433,Medium
1368,5,1586,1,285084,Medium
1369,7,2625,4,451591,High
1372,4,1763,3,288473,Medium
1373,3,1172,4,258335,Medium
1378,10,2243,3,494180,High
1379,3,2481,1,295313,Medium
1383,10,2086,3,472868,High
1384,7,1862,1,343228,Medium
1385,10,1244,4,416521,High
1386,5,1751,4,387345,Medium
1387,10,835,3,400132,High
1388,5,1907,1,291667,Medium
1389,7,2275,3,425007,High
1391,5,2645,3,398500,Medium
1392,1,2208,4,307040,Medium
1395,1,2508,2,275770,Medium
1396,2,2185,3,293479,Medium
1397,6,2988,0,332369,Medium
1399,8,2043,3,407836,High
1400,5,1320,1,244561,Low
1401,1,2606,2,257199,Medium
1402,7,809,4,343545,Medium
1403,5,1783,0,269461,Medium
1404,6,2456,2,372257,Medium
1406,3,2999,4,410308,High
1407,10,1519,3,450022,High
1408,3,1872,1,211192,Low
1412,5,849,2,271246,Medium
1414,4,1714,0,221352,Low
1417,10,2384,3,503257,High
1418,5,1282,4,311191,Medium
1421,1,1430,0,169629,Low
1431,10,2143,3,484327,High
1436,8,1499,3,389631,Medium
1437,5,2403,2,356513,Medium
1440,7,1990,4,430124,High
1441,2,1805,4,266184,Medium
1443,4,1543,1,277842,Medium
1444,8,2564,4,488102,High
1445,2,1152,0,157934,Low
1448,1,2176,0,237924,Low
1449,3,2714,2,328307,Medium
1450,5,1893,3,325931,Medium
1452,1,2604,4,302650,Medium
1454,8,959,2,338095,Medium
1455,10,2996,1,506127,High
1456,2,2535,1,286454,Medium
1457,3,2385,2,312115,Medium
1459,3,857,0,159026,Low
1460,7,1141,0,307037,Medium
1463,8,2032,0,400723,High
1466,10,915,3,375923,Medium
1468,3,2265,2,317814,Medium
1469,9,2668,4,510178,High
1470,7,1816,4,417819,High
1472,10,1007,0,382602,Medium
1473,5,1432,0,283674,Medium
1474,2,2902,2,317889,Medium
1475,8,1456,3,376892,Medium
1476,4,2223,0,276366,Medium
1483,9,2803,0,497817,High
1484,8,2071,0,395550,Medium
1487,3,948,0,160953,Low
1488,4,1907,4,308261,Medium
1489,2,1255,0,187996,Low
1491,7,1599,3,376159,Medium
1492,8,1984,3,446189,High
1495,1,1280,0,134786,Low
1496,7,2486,0,408823,High
1498,9,2401,4,516951,High
1499,3,1140,0,172476,Low
1501,1,2666,2,278044,Medium
1502,1,1634,1,207912,Low
1504,9,2525,3,474656,High
1505,6,2489,1,395744,Medium
1507,1,1061,2,197209,Low
1508,4,2242,2,311736,Medium
1509,9,1205,3,395120,Medium
1510,3,2990,2,360422,Medium
1511,9,1141,1,375555,Medium
1512,7,2139,0,404099,High
1515,10,811,3,431175,High
1516,5,1360,2,293514,Medium
1517,5,841,4,272867,Medium
1518,3,1393,2,207909,Low
1520,4,2626,0,318931,Medium
1521,5,2493,0,319482,Medium
1524,7,872,0,294434,Medium
1525,9,1198,4,430017,High
1530,7,1065,3,312417,Medium
1531,10,2360,2,496656,High
1537,10,2605,3,515206,High
1539,1,1621,2,192072,Low
1540,6,1037,0,236606,Low
1546,10,2403,1,454642,High
1550,6,1342,0,279903,Medium
1555,4,2684,2,360138,Medium
1556,1,842,3,151151,Low
1557,7,1053,0,282140,Medium
1559,4,2340,4,337773,Medium
1562,3,1489,4,283788,Medium
1563,6,2076,2,345743,Medium
1564,7,2750,0,427891,High
1565,10,1879,1,406991,High
1568,7,1782,4,379126,Medium
1569,3,2930,2,332862,Medium
1574,9,989,3,356810,Medium
1577,3,1408,3,292169,Medium
1580,9,2375,1,461204,High
1586,10,1219,0,395298,Medium
1587,5,923,1,238426,Low
1592,3,2844,4,409507,High
1593,3,2939,1,345554,Medium
1595,9,2564,3,500727,High
1600,5,2397,3,349627,Medium
1604,7,1700,1,389240,Medium
1606,10,2809,2,520184,High
1608,6,2820,3,401593,High
1609,8,972,1,295164,Medium
1611,8,963,2,319342,Medium
1612,10,1264,2,406980,High
1616,10,2740,0,461914,High
1623,9,1423,4,420125,High
1625,5,1543,2,313684,Medium
1627,3,2259,1,273256,Medium
1632,9,1192,3,396529,Medium
1633,2,1224,2,207886,Low
1635,8,1371,1,339030,Medium
1637,5,1920,3,329221,Medium
1639,8,1588,2,362902,Medium
1640,1,1514,1,171966,Low
1641,6,1558,0,316712,Medium
1642,1,1575,1,181660,Low
1644,1,1655,2,213910,Low
1645,5,2239,2,343666,Medium
1646,10,2934,4,540324,High
1647,9,2948,2,485583,High
1648,6,1831,3,355323,Medium
1652,9,1207,3,372607,Medium
1653,3,2468,0,302878,Medium
1655,5,1031,4,283083,Medium
1656,7,2750,3,437296,High
1657,6,1165,0,275108,Medium
1658,1,2474,0,263487,Medium
1659,5,1235,3,326183,Medium
1662,3,2214,1,283748,Medium
1663,5,1362,3,304496,Medium
1667,5,2143,0,343489,Medium
1671,1,2046,1,184515,Low
1673,9,1720,3,382450,Medium
1675,3,2627,4,363276,Medium
1676,4,2413,0,300257,Medium
1681,8,989,0,285181,Medium
1683,10,2601,1,475423,High
1684,10,2996,2,522035,High
1685,2,1451,3,247006,Low
1686,6,2682,0,397005,Medium
1687,6,2311,2,410779,High
1688,3,1569,0,226032,Low
1689,2,1580,0,207551,Low
1690,1,2516,1,259896,Medium
1692,5,2049,3,346036,Medium
1696,5,1735,3,327060,Medium
1697,5,2488,0,319433,Medium
1698,2,1287,0,177069,Low
1699,3,2650,4,347718,Medium
1702,2,2803,2,317988,Medium
1703,6,2548,4,450197,High
1708,2,2045,2,254747,Medium
1709,4,838,1,200004,Low
1713,8,2727,3,466528,High
1716,3,1462,2,269964,Medium
1717,1,2559,1,257799,Medium
1719,4,1397,2,248884,Low
1723,10,1569,0,413883,High
1725,4,1262,2,265703,Medium
1726,8,1082,0,297264,Medium
1728,2,2230,3,270387,Medium
1729,6,887,3,319231,Medium
1731,2,1260,4,237185,Low
1732,3,2524,0,308998,Medium
1733,9,2176,1,452349,High
1734,7,1314,2,352392,Medium
1735,7,1502,4,363730,Medium
1738,4,822,1,228298,Low
1739,8,1853,2,371206,Medium
1740,4,2630,2,352226,Medium
1742,9,2104,1,444678,High
1747,3,2699,4,386352,Medium
1748,3,2084,3,306626,Medium
1749,5,1314,1,261986,Medium
1750,5,1248,1,280305,Medium
1751,2,2723,2,273435,Medium
1753,6,2047,0,319086,Medium
1758,9,1722,3,453318,High
1760,2,1836,0,224748,Low
1761,1,2216,2,247731,Low
1763,9,2797,0,438461,High
1766,9,2578,4,487484,High
1768,8,1893,0,377788,Medium
1769,1,1924,1,248512,Low
1770,10,1497,3,430667,High
1771,4,2979,4,427832,High
1773,8,1955,2,382867,Medium
1775,3,2729,3,370845,Medium
1776,4,1813,2,295063,Medium
1778,6,2628,3,406222,High
1779,10,2292,4,518833,High
1783,10,2885,3,532130,High
1784,8,2595,2,451834,High
1786,7,1880,0,347670,Medium
1789,2,1135,1,184656,Low
1790,10,1878,3,509190,High
1791,6,961,0,231995,Low
1794,9,859,3,395216,Medium
1795,7,2701,1,415054,High
1797,10,1463,1,442629,High
1800,1,1341,0,185153,Low
1801,7,2137,4,415757,High
1803,10,1940,0,414726,High
1804,9,1667,2,429721,High
1805,1,2866,4,346822,Medium
1814,6,2451,0,390260,Medium
1815,2,1936,4,313199,Medium
1821,9,2636,4,513886,High
1822,5,960,1,252156,Medium
1823,6,997,4,345452,Medium
1825,10,1459,1,411468,High
1827,8,1870,0,379260,Medium
1828,6,2810,2,426971,High
1830,9,2533,2,463620,High
1831,1,2382,1,216425,Low
1832,5,2925,1,386197,Medium
1833,6,2971,3,447260,High
1834,5,874,2,270610,Medium
1835,6,2984,3,446026,High
1837,7,1636,0,379612,Medium
1839,8,1299,3,395476,Medium
1840,7,2396,2,410129,High
1842,7,2897,3,416827,High
1847,4,2828,0,311692,Medium
1848,8,2700,2,461617,High
1850,2,1346,1,208235,Low
1851,4,1721,1,289622,Medium
1853,6,2172,4,397294,Medium
1854,6,2756,1,402217,High
1856,8,2896,2,477016,High
1857,6,1503,4,326589,Medium
1860,2,1809,4,247899,Low
1862,10,2661,0,465516,High
1863,3,2005,4,336720,Medium
1866,10,987,1,407071,High
1870,4,1347,1,240798,Low
1871,1,2231,0,216759,Low
1872,4,1675,2,294630,Medium
1875,10,2043,4,460780,High
1876,6,1702,0,313310,Medium
1877,5,962,0,229147,Low
1878,4,2774,0,387739,Medium
1879,3,1069,2,221123,Low
1880,1,1431,0,152716,Low
1882,2,2814,4,346808,Medium
1883,8,2441,2,401089,High
1884,10,1004,4,428446,High
1886,7,2379,2,410996,High
1890,2,2519,3,333499,Medium
1891,4,2442,0,319301,Medium
1894,9,1489,0,333311,Medium
1895,1,2810,0,248476,Low
1896,9,2222,2,467851,High
1897,8,2801,3,494221,High
1898,6,1471,2,332109,Medium
1900,3,2295,4,346850,Medium
1902,5,2249,2,345039,Medium
1903,2,1695,1,222817,Low
1905,8,2136,4,437177,High
1907,2,2868,2,368774,Medium
1911,8,1170,2,365041,Medium
1912,6,2680,1,397192,Medium
1913,8,1652,3,382201,Medium
1914,9,1183,0,338458,Medium
1918,5,1694,0,236281,Low
1919,5,1397,0,277020,Medium
1920,3,1392,4,296983,Medium
1922,4,1372,1,296325,Medium
1925,9,2504,3,510047,High
1927,8,1328,2,371433,Medium
1928,8,2433,1,397651,Medium
1929,7,1765,4,374931,Medium
1931,3,997,2,208535,Low
1933,1,2337,2,267269,Medium
1934,7,2869,3,460578,High
1935,1,1880,2,241053,Low
1940,2,1387,2,217616,Low
1945,7,1410,0,334218,Medium
1947,6,2654,3,393857,Medium
1948,6,1759,1,301075,Medium
1951,3,1977,3,276454,Medium
1953,10,2701,1,483225,High
1954,4,1683,1,289273,Medium
1955,1,2478,4,312123,Medium
1956,4,2926,4,407925,High
1957,7,2549,1,371742,Medium
1958,4,1581,3,309293,Medium
1959,6,2905,0,403390,High
1960,9,1680,2,420808,High
1961,1,1246,4,216133,Low
1969,5,1573,4,331582,Medium
1971,1,2001,0,232487,Low
1972,6,2250,2,398161,Medium
1975,8,807,3,359273,Medium
1977,8,2120,4,460068,High
1980,4,1358,3,248337,Low
1981,2,2767,1,285430,Medium
1984,4,1267,2,246867,Low
1991,6,1814,1,344324,Medium
1992,6,1412,3,328926,Medium
1994,7,1487,0,339268,Medium
1995,10,1412,1,384791,Medium
1996,10,2581,1,488740,High
2002,4,2710,0,353327,Medium
2003,4,1812,0,242852,Low
2007,8,1723,0,325298,Medium
2008,10,1925,4,514713,High
2009,1,2329,3,270423,Medium
2011,9,2394,1,480032,High
2012,6,1046,4,337575,Medium
2014,8,2978,3,496752,High
2015,9,2739,1,470895,High
2016,6,1729,4,399997,Medium
2017,7,1026,3,328471,Medium
2019,5,2195,1,296105,Medium
2020,5,2257,4,412493,High
2021,10,1445,3,420377,High
2022,4,2218,3,353664,Medium
2025,9,2699,0,448733,High
2028,7,1954,4,404050,High
2030,8,1275,4,363587,Medium
2035,10,2240,4,478568,High
2036,4,1780,4,338740,Medium
2038,5,2515,1,358967,Medium
2039,10,840,2,342279,Medium
2044,10,1695,3,438702,High
2045,6,2474,2,382552,Medium
2049,2,2753,1,301197,Medium
2051,3,1282,4,256015,Medium
2053,8,955,2,306446,Medium
2055,7,2758,4,459746,High
2056,4,2483,0,318599,Medium
2059,8,1767,2,395749,Medium
2060,1,1654,2,232114,Low
2062,6,2402,2,382656,Medium
2064,2,2744,3,342562,Medium
2069,4,2136,3,317291,Medium
2070,9,1748,2,399042,Medium
2071,1,2819,1,254560,Medium
2072,4,1259,2,256466,Medium
2076,1,1644,4,258276,Medium
2077,7,1938,1,336367,Medium
2079,7,2266,0,352814,Medium
2081,8,941,4,346106,Medium
2082,3,1300,4,233577,Low
2086,2,2846,1,312188,Medium
2087,1,2330,4,296844,Medium
2089,2,2704,0,261292,Medium
2093,2,953,1,147143,Low
2095,3,1461,4,283080,Medium
2098,8,2249,2,466123,High
2100,7,1779,3,395747,Medium
2102,10,2198,3,471599,High
2103,10,1432,0,357781,Medium
2104,3,2331,1,278346,Medium
2108,7,1733,2,337479,Medium
2109,2,2260,4,297722,Medium
2110,7,2652,1,444580,High
2113,9,2936,2,513781,High
2115,3,2026,3,313244,Medium
2117,7,2562,0,363048,Medium
2119,6,2531,0,366516,Medium
2120,9,867,0,309541,Medium
2121,5,1787,1,285130,Medium
2122,3,2599,2,309280,Medium
2123,3,2421,0,255998,Medium
2126,2,1494,3,275506,Medium
2127,3,1885,1,277889,Medium
2129,8,1858,4,397589,Medium
2130,4,1578,1,267845,Medium
2135,7,1460,2,348255,Medium
2136,2,2148,3,288364,Medium
2138,10,2099,2,464796,High
2139,7,2786,3,478005,High
2143,3,1858,1,294697,Medium
2145,4,1281,0,236118,Low
2147,2,1831,3,260077,Medium
2148,1,1142,1,175760,Low
2152,2,1458,3,226107,Low
2153,3,2873,4,367154,Medium
2154,7,1619,1,326238,Medium
2155,7,1205,0,266555,Medium
2158,5,1304,2,310163,Medium
2160,9,931,2,361238,Medium
2162,5,2278,4,380536,Medium
2166,6,1378,3,330029,Medium
2171,7,2184,4,465265,High
2174,3,2736,4,380028,Medium
2175,1,1579,3,217877,Low
2179,9,2290,4,488393,High
2180,7,1161,2,350934,Medium
2181,9,1240,2,421268,High
2183,6,2444,1,342736,Medium
2184,4,1666,3,302873,Medium
2186,10,941,1,384446,Medium
2189,5,2675,1,354608,Medium
2192,5,1500,4,289830,Medium
2193,10,1797,3,454444,High
2194,4,2896,2,386477,Medium
2195,9,2125,4,506564,High
2200,9,1203,3,383045,Medium
2201,6,1691,1,319728,Medium
2204,5,1140,3,274325,Medium
2207,5,1117,3,262901,Medium
2208,9,2186,4,488495,High
2211,2,2372,1,279741,Medium
2213,5,1352,2,314533,Medium
2215,10,2612,4,524217,High
2218,5,1196,3,302091,Medium
2221,6,1706,0,306469,Medium
2223,3,2974,0,311157,Medium
2224,5,800,1,241303,Low
2226,3,1383,1,230357,Low
2227,10,1255,0,335852,Medium
2228,5,2836,4,411522,High
2230,4,2752,1,329631,Medium
2237,7,1526,0,294951,Medium
2238,8,2510,3,480141,High
2239,6,2675,1,418318,High
2241,5,2147,4,385774,Medium
2244,10,1393,0,365345,Medium
2245,4,2574,3,397061,Medium
2248,3,1936,3,328295,Medium
2250,1,2888,2,302308,Medium
2251,2,2593,1,267094,Medium
2252,9,1758,3,449116,High
2254,2,1001,0,177680,Low
2255,5,2642,4,419861,High
2256,9,2666,4,526041,High
2257,9,2796,0,454157,High
2258,8,2089,0,379476,Medium
2260,1,1009,2,154131,Low
2262,8,2363,0,398267,Medium
2264,9,1428,1,374506,Medium
2266,3,2501,3,336645,Medium
2267,3,1186,0,201367,Low
2270,3,1067,3,278907,Medium
2271,6,2656,4,442973,High
2275,1,1373,4,173236,Low
2278,9,1022,0,368670,Medium
2279,7,2231,2,383218,Medium
2280,1,2328,1,236306,Low
2282,3,2261,2,311158,Medium
2286,7,2920,4,478813,High
2287,5,2821,4,407113,High
2290,8,2623,0,403758,High
2291,9,2274,4,502860,High
2294,10,2870,3,535989,High
2297,10,1941,1,461292,High
2299,1,2203,0,208920,Low
2301,10,1478,3,465657,High
2303,6,2391,0,324650,Medium
2306,5,1713,0,273771,Medium
2308,9,2242,0,407950,High
2310,8,2302,1,420615,High
2311,2,925,2,180790,Low
2314,4,1375,1,256462,Medium
2315,7,2215,2,406023,High
2316,3,1729,4,299247,Medium
2317,2,2263,4,289958,Medium
2318,10,1632,0,356176,Medium
2321,8,2700,4,449700,High
2322,3,2257,1,290600,Medium
2327,10,1978,4,496210,High
2328,7,2837,1,419806,High
2330,7,2057,2,352818,Medium
2331,8,2641,4,475854,High
2332,1,2650,4,301504,Medium
2333,4,2972,0,351106,Medium
2335,9,1044,3,344344,Medium
2337,1,2969,3,281159,Medium
2339,2,2372,3,283747,Medium
2342,10,1585,0,406062,High
2343,2,2843,0,304927,Medium
2344,7,1596,3,361086,Medium
2347,7,2323,3,422555,High
2351,9,867,0,314711,Medium
2352,8,2732,3,438311,High
2353,9,1164,0,346328,Medium
2354,10,1620,4,453993,High
2356,7,1746,0,341049,Medium
2359,1,2239,0,192441,Low
2360,1,1561,2,180011,Low
2361,3,1140,1,227191,Low
2363,2,1803,2,263194,Medium
2364,4,2356,2,342527,Medium
2367,9,1158,1,382481,Medium
2369,5,2322,4,398718,Medium
2370,9,2427,4,513269,High
2372,9,2103,4,466127,High
2373,8,1708,4,399885,Medium
2376,5,1795,0,304964,Medium
2377,5,2951,2,403959,High
2378,6,2037,2,358133,Medium
2381,8,1798,4,377600,Medium
2383,9,1456,1,408250,High
2384,7,2709,2,399841,Medium
2386,4,2911,2,388816,Medium
2390,5,2645,1,381858,Medium
2393,2,1275,3,254158,Medium
2394,9,1776,3,431032,High
2396,9,1843,0,396837,Medium
2398,10,1357,3,435369,High
2400,8,2405,4,497949,High
2403,5,1465,0,264358,Medium
2405,7,1663,3,371408,Medium
2406,1,1381,3,218139,Low
2407,9,1494,2,414144,High
2408,3,2051,1,252236,Medium
2409,4,2410,3,375747,Medium
2410,10,2039,2,459400,High
2411,1,1198,2,169464,Low
2413,3,1514,0,226944,Low
2414,2,1503,1,210117,Low
2415,2,2514,1,288396,Medium
2416,1,2772,0,266844,Medium
2417,8,881,3,358841,Medium
2422,9,1702,0,360233,Medium
2423,9,1164,3,416186,High
2426,2,915,1,218334,Low
2427,9,1680,2,419135,High
2428,8,1639,1,378936,Medium
2429,3,2994,1,384464,Medium
2431,3,1836,1,274142,Medium
2433,2,2524,1,300135,Medium
2434,10,1937,2,450770,High
2437,9,1482,2,396204,Medium
2439,2,925,2,179427,Low
2441,6,2799,2,417217,High
2442,8,2027,3,391280,Medium
2444,10,2109,4,465004,High
2446,6,818,1,272342,Medium
2449,1,1378,3,212854,Low
2450,2,1888,3,244774,Low
2454,3,2372,1,308594,Medium
2455,8,940,2,362978,Medium
2457,2,1447,4,234914,Low
2458,8,1000,0,284146,Medium
2459,1,1056,3,160288,Low
2460,6,1346,0,251484,Medium
2461,8,1601,3,415910,High
2463,8,1213,4,395983,Medium
2464,1,2814,0,261319,Medium
2469,4,2815,3,375283,Medium
2471,7,2892,4,464770,High
2472,5,2930,0,356088,Medium
2475,3,2351,0,282239,Medium
2482,4,2958,3,395497,Medium
2484,7,2113,2,413417,High
2485,2,2038,1,238461,Low
2488,1,2390,3,274126,Medium
2492,3,1236,4,271295,Medium
2496,10,2878,4,531772,High
2497,9,982,2,375432,Medium
2499,5,2279,4,420580,High
